Nome,Sexo,Idade,Altura_cm,Peso_kg,Pais,Código_pais,Ano,Estação,Cidade,Esporte,Evento,Medalha,Altura_m,IMC,Pais_traduzido
Lisa Schtze,F,19.0,172.0,61.0,Germany,GER,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Feminino,Bronze,1.72,20.61925365062196,Alemanha
Glenn Schuurman,M,25.0,183.0,79.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Masculino,,1.83,23.589835468362743,Países Baixos
Nicholas Schwab Alfaro,M,21.0,180.0,75.0,Dominican Republic,DOM,2012,Verão,London,Natação,Natação Masculino 200 metros Livre,,1.8,23.148148148148145,República Dominicana
Doris Schwaiger (-Robl),F,27.0,171.0,55.0,Austria,AUT,2012,Verão,London,Vôlei de Praia,Vôlei de Praia Feminino,,1.71,18.80920625149619,Áustria
Stefanie Schwaiger,F,25.0,182.0,71.0,Austria,AUT,2012,Verão,London,Vôlei de Praia,Vôlei de Praia Feminino,,1.82,21.434609346697258,Áustria
Christina Schwanitz,F,26.0,180.0,115.0,Germany,GER,2012,Verão,London,Atletismo,Atletismo Feminino Arremesso de Peso,,1.8,35.49382716049382,Alemanha
Christina Schwanitz,F,30.0,180.0,115.0,Germany,GER,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Arremesso de Peso,,1.8,35.49382716049382,Alemanha
Eduardo Schwank,M,26.0,183.0,83.0,Argentina,ARG,2012,Verão,London,Tênis,Tênis Masculino Duplas,,1.83,24.78425751739377,Argentina
Athos Marangon Schwantes,M,27.0,190.0,85.0,Brazil,BRA,2012,Verão,London,Esgrima,Esgrima Masculina Florete Individual,,1.9,23.545706371191137,Brasil
Athos Marangon Schwantes,M,31.0,190.0,85.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Masculina Florete Individual,,1.9,23.545706371191137,Brasil
Athos Marangon Schwantes,M,31.0,190.0,85.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Masculina Espada Equipe,,1.9,23.545706371191137,Brasil
Jillian Schwartz,F,32.0,172.0,61.0,Israel,ISR,2012,Verão,London,Atletismo,Atletismo Feminino Salto com Vara,,1.72,20.61925365062196,Israel
Sebastian Schwarz,M,26.0,197.0,94.0,Germany,GER,2012,Verão,London,Voleibol,Vôlei Masculino,,1.97,24.221185807415804,Alemanha
"Viktoria ""Vicki"" Schwarz",F,27.0,173.0,65.0,Austria,AUT,2012,Verão,London,Canoagem,Canoagem Feminina Kayak Duplo 500 metros,,1.73,21.71806608974573,Áustria
"Viktoria ""Vicki"" Schwarz",F,31.0,173.0,65.0,Austria,AUT,2016,Verão,Rio de Janeiro,Canoagem,Canoagem Feminina Kayak Individual 200 metros,,1.73,21.71806608974573,Áustria
Lilli Schwarzkopf,F,28.0,174.0,65.0,Germany,GER,2012,Verão,London,Atletismo,Atletismo Feminino Heptatlo,Prata,1.74,21.469150482230148,Alemanha
Laura Schwensen,F,21.0,161.0,50.0,Germany,GER,2012,Verão,London,Remo,Remo Feminino Oito com Cocheiro,,1.61,19.28937926777516,Alemanha
Ben Schwietert,M,19.0,192.0,83.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,,1.92,22.51519097222222,Países Baixos
Pius Schwizer,M,49.0,175.0,65.0,Switzerland,SUI,2012,Verão,London,Hipismo,Hipismo Misto Salto Individual,,1.75,21.224489795918366,Suíça
Pius Schwizer,M,49.0,175.0,65.0,Switzerland,SUI,2012,Verão,London,Hipismo,Equitação Mista Salto por Equipes,,1.75,21.224489795918366,Suíça
Diogo Sclebin,M,30.0,190.0,80.0,Brazil,BRA,2012,Verão,London,Triatlo,Triatlo Masculino Distância Olímpica,,1.9,22.1606648199446,Brasil
Diogo Sclebin,M,34.0,190.0,80.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Triatlo,Triatlo Masculino Distância Olímpica,,1.9,22.1606648199446,Brasil
Luis Alberto Scola Balvoa,M,32.0,206.0,108.0,Argentina,ARG,2012,Verão,London,Basquete,Basquete Masculino,,2.06,25.45008954661137,Argentina
Luis Alberto Scola Balvoa,M,36.0,206.0,108.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,2.06,25.45008954661137,Argentina
Callum Scotson,M,19.0,184.0,77.0,Australia,AUS,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Masculino Perseguição por Equipes 4.000 metros,Prata,1.84,22.743383742911153,Austrália
"Alexandra Virina ""Alex"" Scott",F,27.0,163.0,59.0,Great Britain,GBR,2012,Verão,London,Futebol,Futebol Feminino,,1.63,22.20633068613798,Reino Unido
Coleman Lewis Scott,M,26.0,173.0,60.0,United States,USA,2012,Verão,London,Luta Livre,Luta Livre Masculina Peso Leve,Bronze,1.73,20.04744562130375,Estados Unidos
Desiree Rose Marie Scott,F,24.0,160.0,62.0,Canada,CAN,2012,Verão,London,Futebol,Futebol Feminino,Bronze,1.6,24.218749999999996,Canadá
Desiree Rose Marie Scott,F,29.0,160.0,62.0,Canada,CAN,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,Bronze,1.6,24.218749999999996,Canadá
Dominique Scott,F,24.0,165.0,52.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 10.000 metros,,1.65,19.100091827364558,África do Sul
Dorian Armand Scott,M,30.0,185.0,136.0,Jamaica,JAM,2012,Verão,London,Atletismo,Atletismo Masculino Arremesso de Peso,,1.85,39.73703433162892,Jamaica
Duncan William MacNaughton Scott,M,19.0,190.0,72.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 100 metros Livre,,1.9,19.94459833795014,Reino Unido
Duncan William MacNaughton Scott,M,19.0,190.0,72.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,Prata,1.9,19.94459833795014,Reino Unido
Duncan William MacNaughton Scott,M,19.0,190.0,72.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4x100 Metros Medley,Prata,1.9,19.94459833795014,Reino Unido
"Edward Johnathan ""Ed"" Scott",M,24.0,197.0,85.0,Great Britain,GBR,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.97,21.902136102450463,Reino Unido
Emily Scott,F,24.0,165.0,60.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Feminino,,1.65,22.03856749311295,Reino Unido
Giles Lyndon Scott,M,29.0,197.0,95.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Um Pessoal Dinghy Pesado,Ouro,1.97,24.478857996856398,Reino Unido
Jeremy Richard Scott,M,31.0,206.0,93.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Masculino Salto com Vara,,2.06,21.91535488735979,Estados Unidos
Jill Louise Scott,F,25.0,181.0,64.0,Great Britain,GBR,2012,Verão,London,Futebol,Futebol Feminino,,1.81,19.53542321662953,Reino Unido
Sharolyn Shantell Scott Norman,F,28.0,168.0,63.0,Costa Rica,CRC,2012,Verão,London,Atletismo,Atletismo Feminino 400 metros com Barreiras,,1.68,22.321428571428577,Costa Rica
Sharolyn Shantell Scott Norman,F,32.0,168.0,63.0,Costa Rica,CRC,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 400 metros com Barreiras,,1.68,22.321428571428577,Costa Rica
"Stephen ""Steve"" Scott",M,31.0,172.0,84.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Fossa Dupla,Bronze,1.72,28.393726338561386,Reino Unido
Vaughn Scott,M,22.0,185.0,77.0,New Zealand,NZL,2012,Verão,London,Taekwondo,Taekwondo Masculino Peso Meio Médio,,1.85,22.498173849525198,Nova Zelândia
Danielle Raquel Scott-Arruda,F,39.0,188.0,85.0,United States,USA,2012,Verão,London,Voleibol,Vôlei Feminino,Prata,1.88,24.049343594386603,Estados Unidos
Rebecca Scown,F,28.0,178.0,70.0,New Zealand,NZL,2012,Verão,London,Remo,Remo Feminino Casal Sem Cargueiro,Bronze,1.78,22.093170054286073,Nova Zelândia
Rebecca Scown,F,32.0,178.0,70.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Casal Sem Cargueiro,Prata,1.78,22.093170054286073,Nova Zelândia
Rebecca Scown,F,32.0,178.0,70.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Oito com Cocheiro,,1.78,22.093170054286073,Nova Zelândia
Fabio Scozzoli,M,23.0,187.0,82.0,Italy,ITA,2012,Verão,London,Natação,Natação Masculina 100 metros Peito,,1.87,23.449340844748203,Itália
Fabio Scozzoli,M,23.0,187.0,82.0,Italy,ITA,2012,Verão,London,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,1.87,23.449340844748203,Itália
"Jennifer ""Jenni"" Screen (-Mottram)",F,30.0,180.0,69.0,Australia,AUS,2012,Verão,London,Basquete,Basquete Feminino,Bronze,1.8,21.296296296296294,Austrália
Helena Scutt,F,24.0,170.0,66.0,United States,USA,2016,Verão,Rio de Janeiro,Vela,Vela Feminina Skiff,,1.7,22.837370242214536,Estados Unidos
Victor Scvortov,M,28.0,173.0,73.0,United Arab Emirates,UAE,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Leve,,1.73,24.3910588392529,Emirados Árabes Unidos
Salim Sdiri,M,33.0,185.0,80.0,France,FRA,2012,Verão,London,Atletismo,Atletismo Masculino Salto em Distância,,1.85,23.37472607742878,França
Katy Sealy,F,25.0,172.0,61.0,Belize,BIZ,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 100 metros Com Barreiras,,1.72,20.61925365062196,Belize
Rachel Seaman (Lavalle-),F,26.0,172.0,57.0,Canada,CAN,2012,Verão,London,Atletismo,Atletismo Feminino Marcha 20 quilômetros,,1.72,19.2671714440238,Canadá
"Gregory Mark Pascoe ""Greg"" Searle",M,40.0,196.0,100.0,Great Britain,GBR,2012,Verão,London,Remo,Remo Masculino Oito com Cargueiro,Bronze,1.96,26.030820491461892,Reino Unido
Ryan Seaton,M,24.0,182.0,77.0,Ireland,IRL,2012,Verão,London,Vela,Vela Masculina Skiff,,1.82,23.24598478444632,Irlanda
Ryan Seaton,M,28.0,182.0,77.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Skiff,,1.82,23.24598478444632,Irlanda
Kevin Seaward,M,32.0,175.0,59.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Maratona,,1.75,19.26530612244898,Irlanda
Julia Sebastin,F,22.0,178.0,70.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Peito,,1.78,22.093170054286073,Argentina
Dalma Sebestyn,F,19.0,176.0,67.0,Hungary,HUN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Peito,,1.76,21.62964876033058,Hungria
Golnoush Sebghatollahi,F,25.0,158.0,61.0,Iran,IRI,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Pistola Ar 10 metros,,1.58,24.435186668803073,Irã
Golnoush Sebghatollahi,F,25.0,158.0,61.0,Iran,IRI,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Pistola Esportiva 25 metros,,1.58,24.435186668803073,Irã
Milenko Sebi,M,31.0,197.0,95.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Rifle de Ar 10 metros,,1.97,24.478857996856398,Sérvia
Milenko Sebi,M,31.0,197.0,95.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Rifle de Pequeno Calibre Três Posições 50 metros,,1.97,24.478857996856398,Sérvia
Milenko Sebi,M,31.0,197.0,95.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Rifle de Pequeno Calibre Deitado 50 metros,,1.97,24.478857996856398,Sérvia
Tafese Seboka,M,22.0,177.0,66.0,Ethiopia,ETH,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 3.000 metros com Obstáculos,,1.77,21.06674327300584,Etiópia
Roman ebrle,M,37.0,186.0,88.0,Czech Republic,CZE,2012,Verão,London,Atletismo,Atletismo Masculino Decatlo,,1.86,25.4364666435426,Tchéquia
Andrea Seccafien,F,25.0,152.0,69.0,Canada,CAN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 5.000 metros,,1.52,29.864958448753463,Canadá
Ibrahima Khaliloulah Seck,M,22.0,192.0,82.0,Senegal,SEN,2012,Verão,London,Futebol,Futebol Masculino,,1.92,22.24392361111111,Senegal
Alja Sedej,M,24.0,177.0,83.0,Slovenia,SLO,2012,Verão,London,Judô,Judô Masculino Meio Médio,,1.77,26.493025631204315,Eslovênia
Alethea Nevada Sedgman,F,18.0,179.0,65.0,Australia,AUS,2012,Verão,London,Tiro Esportivo,Tiro Feminino Rifle de Ar 10 metros,,1.79,20.286507911738084,Austrália
Naomi Sedney,F,21.0,170.0,65.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Feminino Atletismo,,1.7,22.49134948096886,Países Baixos
Gregory Hurtley Sedoc,M,30.0,179.0,77.0,Netherlands,NED,2012,Verão,London,Atletismo,Atletismo Masculino 110 metros com Barreiras,,1.79,24.031709372366656,Países Baixos
Anna Sergeyevna Sedoykina,F,27.0,184.0,74.0,Russia,RUS,2012,Verão,London,Handebol,Handebol Feminino,,1.84,21.85727788279773,Rússia
Anna Sergeyevna Sedoykina,F,32.0,184.0,74.0,Russia,RUS,2016,Verão,Rio de Janeiro,Handebol,Handebol Feminino,Ouro,1.84,21.85727788279773,Rússia
Emily Jane Seebohm,F,20.0,180.0,70.0,Australia,AUS,2012,Verão,London,Natação,Natação Feminina Revezamento 4 x 100 metros Livre,Ouro,1.8,21.604938271604937,Austrália
Emily Jane Seebohm,F,20.0,180.0,70.0,Australia,AUS,2012,Verão,London,Natação,Natação Feminina 100 metros Costas,Prata,1.8,21.604938271604937,Austrália
Emily Jane Seebohm,F,20.0,180.0,70.0,Australia,AUS,2012,Verão,London,Natação,Natação Feminina Revezamento 4 x 100 metros Medley,Prata,1.8,21.604938271604937,Austrália
Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 100 metros Costas,,1.8,21.604938271604937,Austrália
Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016,Verão,Rio de Janeiro,Natação,Natação Feminino 200 metros Costas,,1.8,21.604938271604937,Austrália
Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 100 metros Medley,Prata,1.8,21.604938271604937,Austrália
Melanie Seeger,F,35.0,169.0,55.0,Germany,GER,2012,Verão,London,Atletismo,Atletismo Feminino Marcha 20 quilômetros,,1.69,19.257028815517668,Alemanha
Barbora Seemanov,F,16.0,175.0,56.0,Czech Republic,CZE,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Livre,,1.75,18.285714285714285,Tchéquia
Barbora Seemanov,F,16.0,175.0,56.0,Czech Republic,CZE,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 100 metros Medley,,1.75,18.285714285714285,Tchéquia
Denis efik,M,35.0,198.0,115.0,Montenegro,MNE,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.98,29.33374145495358,Montenegro
Dino Sefir,M,24.0,178.0,61.0,Ethiopia,ETH,2012,Verão,London,Atletismo,Atletismo Masculino Maratona,,1.78,19.252619618735007,Etiópia
Janja egel,F,15.0,177.0,60.0,Slovenia,SLO,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 200 metros Livre,,1.77,19.15158479364167,Eslovênia
Sara Caroline Seger,F,27.0,176.0,62.0,Sweden,SWE,2012,Verão,London,Futebol,Futebol Feminino,,1.76,20.015495867768596,Suécia
Sara Caroline Seger,F,31.0,176.0,62.0,Sweden,SWE,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,Prata,1.76,20.015495867768596,Suécia
Eric Sehn,M,27.0,175.0,70.0,Canada,CAN,2012,Verão,London,Saltos Ornamentais,Saltos Masculinos Plataforma,,1.75,22.857142857142858,Canadá
Laraba Gnon Cessy Seibou,F,15.0,173.0,63.0,Benin,BEN,2016,Verão,Rio de Janeiro,Natação,Natação Feminino 50 metros Livre,,1.73,21.04981790236894,Benin
Bastian Seibt,M,34.0,187.0,70.0,Germany,GER,2012,Verão,London,Remo,Remo Masculino Coxless Quatro Peso Leve,,1.87,20.0177299894192,Alemanha
Renaldas Seibutis,M,27.0,196.0,83.0,Lithuania,LTU,2012,Verão,London,Basquete,Basquete Masculino,,1.96,21.605581007913372,Lituânia
Renaldas Seibutis,M,31.0,196.0,83.0,Lithuania,LTU,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,1.96,21.605581007913372,Lituânia
Melissa Seidemann,F,22.0,183.0,104.0,United States,USA,2012,Verão,London,Polo Aquático,Pólo Aquático Feminino,Ouro,1.83,31.05497327480665,Estados Unidos
Melissa Seidemann,F,26.0,183.0,104.0,United States,USA,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Feminino,Ouro,1.83,31.05497327480665,Estados Unidos
Robin Valentin Seidl,M,26.0,190.0,78.0,Austria,AUT,2016,Verão,Rio de Janeiro,Vôlei de Praia,Vôlei de Praia Masculino,,1.9,21.606648199445985,Áustria
Sebastian Seidl,M,26.0,174.0,70.0,Germany,GER,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Meio Leve,,1.74,23.120623596247853,Alemanha
Lisbeth Boline Seierskilde,F,26.0,170.0,59.0,Denmark,DEN,2012,Verão,London,Hipismo,Equitação Mista Adestramento Individual,,1.7,20.41522491349481,Dinamarca
Toni Seifert,M,31.0,190.0,88.0,Germany,GER,2012,Verão,London,Remo,Remo Masculino Quatro Sem Cargueiro,,1.9,24.37673130193906,Alemanha
Debora Louise Seilhamer Anadon,F,30.0,166.0,61.0,Puerto Rico,PUR,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Feminino,,1.66,22.136739730004358,Porto Rico
Mart Seim,M,25.0,185.0,152.0,Estonia,EST,2016,Verão,Rio de Janeiro,Levantamento de Peso,Levantamento de Peso Masculino Super Pesado,,1.85,44.411979547114676,Estônia
Elisabeth Seitz,F,18.0,162.0,57.0,Germany,GER,2012,Verão,London,Ginástica,Ginástica Feminina Individual Geral,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,18.0,162.0,57.0,Germany,GER,2012,Verão,London,Ginástica,Ginástica Feminina Equipe Geral,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,18.0,162.0,57.0,Germany,GER,2012,Verão,London,Ginástica,Ginástica Feminina Solo,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,18.0,162.0,57.0,Germany,GER,2012,Verão,London,Ginástica,Ginástica Feminina Barras Assimétricas,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,18.0,162.0,57.0,Germany,GER,2012,Verão,London,Ginástica,Ginástica Feminina Trave,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Feminina Individual Geral,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Feminina Equipe Geral,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Feminina Solo,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Feminina Barras Assimétricas,,1.62,21.719250114311837,Alemanha
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Feminina Trave,,1.62,21.719250114311837,Alemanha
Jasna ekari (Brajkovi-),F,46.0,175.0,70.0,Serbia,SRB,2012,Verão,London,Tiro Esportivo,Tiro Feminino Pistola Esportiva 25 metros,,1.75,22.857142857142858,Sérvia
Hanami Sekine,F,20.0,156.0,43.0,Japan,JPN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 10.000 metros,,1.56,17.66929651545036,Japão
Ivana Sekyrov (Rubsov-),F,40.0,172.0,51.0,Czech Republic,CZE,2012,Verão,London,Atletismo,Atletismo Feminino Maratona,,1.72,17.239048134126556,Tchéquia
"David ""Dudi"" Sela",M,31.0,175.0,67.0,Israel,ISR,2016,Verão,Rio de Janeiro,Tênis,Tênis Masculino Individual,,1.75,21.877551020408163,Israel
Eran Sela,M,27.0,171.0,73.0,Israel,ISR,2012,Verão,London,Vela,Vela Masculina Dingue para Duas Pessoas,,1.71,24.96494647925858,Israel
Paige Selenski,F,22.0,170.0,64.0,United States,USA,2012,Verão,London,Hóquei,Hóquei Feminino,,1.7,22.145328719723185,Estados Unidos
Youssef Selim,M,18.0,165.0,88.0,Egypt,EGY,2016,Verão,Rio de Janeiro,Saltos Ornamentais,Mergulho Masculino Prancha,,1.65,32.323232323232325,Egito
Alim Maksimovich Selimov,M,29.0,176.0,84.0,Belarus,BLR,2012,Verão,London,Luta Livre,Luta Greco Romana Masculina Meio Pesado,,1.76,27.117768595041323,Bielorrússia
Davie Selke,M,21.0,192.0,82.0,Germany,GER,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,Prata,1.92,22.24392361111111,Alemanha
Maria Selmaier,F,24.0,175.0,79.0,Germany,GER,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminino Peso Pesado Estilo Livre,,1.75,25.79591836734694,Alemanha
Erika Seltenreich-Hodgson,F,21.0,170.0,65.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 200 metros Medley Individual,,1.7,22.49134948096886,Canadá
Stefano Selva,M,46.0,170.0,65.0,San Marino,SMR,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Fossa,,1.7,22.49134948096886,San Marino
Kai Freddie Selvon,F,20.0,165.0,59.0,Trinidad and Tobago,TTO,2012,Verão,London,Atletismo,Atletismo Feminino 200 metros,,1.65,21.6712580348944,Trinidad e Tobago
Kai Freddie Selvon,F,20.0,165.0,59.0,Trinidad and Tobago,TTO,2012,Verão,London,Atletismo,Revezamento 4 x 100 metros Feminino Atletismo,,1.65,21.6712580348944,Trinidad e Tobago
Ken Sema,M,22.0,177.0,69.0,Sweden,SWE,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.77,22.024322512687924,Suécia
Linda Birgitta Sembrant,F,25.0,175.0,67.0,Sweden,SWE,2012,Verão,London,Futebol,Futebol Feminino,,1.75,21.877551020408163,Suécia
Linda Birgitta Sembrant,F,29.0,175.0,67.0,Sweden,SWE,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,Prata,1.75,21.877551020408163,Suécia
Arlene Iradie Semeco Arismendi,F,28.0,175.0,63.0,Venezuela,VEN,2012,Verão,London,Natação,Natação Feminino 50 metros Livre,,1.75,20.571428571428573,Venezuela
Arlene Iradie Semeco Arismendi,F,28.0,175.0,63.0,Venezuela,VEN,2012,Verão,London,Natação,Natação Feminina 100 metros Livre,,1.75,20.571428571428573,Venezuela
Andriy Serhiyovych Semenov,M,28.0,204.0,125.0,Ukraine,UKR,2012,Verão,London,Atletismo,Atletismo Masculino Arremesso de Peso,,2.04,30.036524413687044,Ucrânia
Oleksiy Serhiyovych Semenov,M,34.0,198.0,120.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Lançamento de Disco,,1.98,30.60912151821243,Ucrânia
Mokgadi Caster Semenya,F,21.0,178.0,70.0,South Africa,RSA,2012,Verão,London,Atletismo,Atletismo Feminino 800 metros,Prata,1.78,22.093170054286073,África do Sul
Mokgadi Caster Semenya,F,25.0,178.0,70.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 800 metros,Ouro,1.78,22.093170054286073,África do Sul
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Individual Geral,,1.78,19.883853048857468,Ucrânia
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Equipe Geral,,1.78,19.883853048857468,Ucrânia
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Exercício no Solo,,1.78,19.883853048857468,Ucrânia
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Barras Paralelas,,1.78,19.883853048857468,Ucrânia
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Barra Fixa,,1.78,19.883853048857468,Ucrânia
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Argolas,,1.78,19.883853048857468,Ucrânia
Maksym Oleksandrovych Semiankiv,M,24.0,178.0,63.0,Ukraine,UKR,2016,Verão,Rio de Janeiro,Ginástica,Ginástica Masculina Cavalo com Alças,,1.78,19.883853048857468,Ucrânia
Ilka Semmler,F,26.0,183.0,70.0,Germany,GER,2012,Verão,London,Vôlei de Praia,Vôlei de Praia Feminino,,1.83,20.902385858042937,Alemanha
Csar Sempere Padilla,M,32.0,182.0,86.0,Spain,ESP,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Masculino,,1.82,25.963047941069917,Espanha
Konstantin Sergeyevich Semyonov,M,23.0,210.0,101.0,Russia,RUS,2012,Verão,London,Vôlei de Praia,Vôlei de Praia Masculino,,2.1,22.90249433106576,Rússia
Konstantin Sergeyevich Semyonov,M,27.0,210.0,101.0,Russia,RUS,2016,Verão,Rio de Janeiro,Vôlei de Praia,Vôlei de Praia Masculino,,2.1,22.90249433106576,Rússia
Mingiyan Arturovich Semyonov,M,22.0,155.0,55.0,Russia,RUS,2012,Verão,London,Luta Livre,Luta Greco Romana Masculina Peso Pena,Bronze,1.55,22.892819979188342,Rússia
Sergey Viktorovich Semyonov,M,20.0,187.0,130.0,Russia,RUS,2016,Verão,Rio de Janeiro,Luta Livre,Luta Greco Romana Masculina Super Peso Pesado,Bronze,1.87,37.17578426606422,Rússia
Dara Semonowa,F,14.0,170.0,50.0,Turkmenistan,TKM,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 100 metros Peito,,1.7,17.301038062283737,Turcomenistão
Anna Sergeyevna Sen,F,25.0,186.0,81.0,Russia,RUS,2016,Verão,Rio de Janeiro,Handebol,Handebol Feminino,Ouro,1.86,23.413111342351716,Rússia
Seabelo Mohanoe Senatla,M,23.0,177.0,82.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Masculino,Bronze,1.77,26.173832551310287,África do Sul
Zinaida Sendrit,F,27.0,188.0,95.0,Lithuania,LTU,2012,Verão,London,Atletismo,Atletismo Feminino Lançamento de Disco,,1.88,26.87867813490267,Lituânia
